,ACCLASS,AG_DRIV,ALCOHOL,AUTOMOBILE,CYCLIST,DATE,DISABILITY,EMERG_VEH,HOOD_ID,HOUR,INITDIR,INVAGE,LIGHT,LOCCOORD,MANOEUVER,MOTORCYCLE,PASSENGER,PEDESTRIAN,RDSFCOND,REDLIGHT,ROAD_CLASS,SPEEDING,TRAFFCTL,TRSN_CITY_VEH,TRUCK,VISIBILITY
537,0,1,1,1,0,1,0,0,60,2,2,3,0,3,2,0,1,0,8,0,4,1,1,0,0,0
541,0,0,0,1,0,4,0,0,24,0,0,7,0,4,2,0,1,0,0,0,4,0,1,0,0,0
543,0,1,0,1,0,8,0,0,100,18,3,5,4,3,2,0,0,0,0,0,5,0,2,0,0,0
547,0,1,0,1,0,8,0,0,100,18,2,6,4,3,2,0,0,0,0,0,5,0,2,0,0,0
548,0,0,0,1,0,8,0,0,63,21,0,8,0,3,10,0,0,1,0,0,5,0,1,0,0,0
550,0,1,0,1,1,8,0,0,48,18,1,7,4,3,2,0,0,0,0,0,4,0,2,0,0,0
552,0,0,0,1,1,8,0,0,139,18,0,5,4,4,14,0,0,0,0,0,4,0,1,0,0,0
557,0,0,0,1,0,8,0,0,109,22,3,4,0,4,2,0,1,0,0,0,5,0,1,0,0,0
559,0,0,0,1,0,8,0,0,75,2,0,2,0,3,2,0,0,1,0,0,5,0,2,0,0,0
560,0,1,0,1,0,8,0,0,14,8,3,6,4,4,2,0,0,0,0,0,4,0,1,0,1,0
563,0,0,0,0,1,8,0,0,70,9,3,7,4,3,14,0,0,0,0,0,0,0,2,0,1,0
565,0,0,0,1,1,8,0,0,95,18,3,7,4,4,7,0,0,0,0,0,4,0,1,0,0,0
568,0,1,0,1,0,8,0,0,14,8,0,2,4,4,2,0,0,0,0,0,4,0,1,0,1,0
569,0,1,0,1,0,8,0,0,14,8,0,5,4,4,2,0,0,0,0,0,4,0,1,0,1,0
570,0,1,0,1,0,8,0,0,14,8,3,10,4,4,12,0,0,0,0,0,4,0,1,0,1,0
572,0,0,0,1,0,8,0,0,131,14,1,2,4,3,13,0,0,0,0,0,4,0,2,0,0,0
573,0,0,0,1,0,8,0,0,131,14,2,7,4,3,2,0,0,0,0,0,4,0,2,0,0,0
574,0,0,0,1,0,8,0,0,129,15,2,3,4,3,2,0,0,0,0,0,4,0,2,0,0,0
575,0,0,0,1,0,8,0,0,129,15,0,6,4,3,12,0,0,0,0,0,4,0,2,0,0,0
576,0,0,0,1,0,8,0,0,129,15,1,11,4,3,13,0,0,0,0,0,4,0,2,0,0,0
578,0,0,0,0,1,8,0,0,73,15,3,6,4,3,2,0,0,0,0,0,4,0,2,0,1,0
581,0,0,0,1,0,8,0,0,136,18,3,3,4,4,2,0,0,1,0,0,3,0,1,0,0,0
583,0,0,0,1,0,8,0,0,131,17,0,8,4,4,2,0,0,0,0,0,4,0,1,0,0,0
586,0,0,0,1,0,8,0,0,73,18,2,6,0,4,14,0,0,1,0,0,4,0,1,0,0,0
587,1,0,0,1,0,8,0,0,135,16,2,3,4,3,2,0,1,0,0,0,5,0,2,0,0,0
590,0,0,0,0,0,8,0,0,77,21,0,6,0,4,2,0,0,1,0,0,4,0,1,0,0,0
592,0,1,1,1,0,8,0,0,136,22,2,6,0,3,2,0,0,1,0,0,0,0,1,0,0,0
594,1,0,0,1,0,8,0,0,135,16,2,5,4,3,2,0,1,0,0,0,5,0,2,0,0,0
599,1,0,0,1,0,8,0,0,135,16,2,3,4,3,2,0,1,0,0,0,5,0,2,0,0,0
602,1,0,0,1,0,8,0,0,135,16,1,5,4,3,2,0,1,0,0,0,5,0,2,0,0,0
603,0,1,0,1,0,8,0,0,95,16,0,5,4,3,2,1,0,0,0,0,4,0,1,0,0,0
604,0,1,0,1,0,8,0,0,95,16,3,12,4,3,13,1,0,0,0,0,4,0,1,0,0,0
606,1,0,0,1,0,8,0,0,137,21,2,12,0,3,2,0,1,0,0,0,5,0,2,0,0,0
609,1,0,0,1,0,8,0,0,137,21,1,2,0,3,13,0,1,0,0,0,5,0,2,0,0,0
610,0,0,0,1,1,8,0,0,95,21,0,7,0,4,0,0,0,0,0,0,4,0,1,0,0,0
612,1,0,0,1,0,8,0,0,119,13,3,9,4,3,2,0,0,1,0,0,4,0,1,0,0,0
614,1,1,0,1,0,8,0,0,70,23,1,13,0,3,14,0,0,1,0,0,5,0,2,0,0,0
619,0,1,0,1,0,8,0,0,34,2,1,3,0,3,2,0,1,0,0,0,4,1,1,0,0,0
622,0,0,0,1,0,8,0,0,85,15,3,9,4,3,2,1,0,0,0,0,4,0,2,0,0,0
623,0,0,0,1,0,8,0,0,85,15,0,5,4,3,3,1,0,0,0,0,4,0,2,0,0,0
625,0,0,0,1,1,8,0,0,81,15,3,6,4,4,7,0,1,0,0,0,4,0,1,0,0,0
627,0,0,0,1,0,8,0,0,117,8,2,3,4,3,2,0,0,1,0,0,4,0,2,0,0,0
629,0,0,0,1,0,8,0,0,44,10,0,9,4,4,2,0,0,1,4,0,4,0,1,0,0,0
632,0,1,0,1,0,8,0,0,128,11,3,13,4,3,14,0,1,1,0,0,4,0,2,0,0,0
635,0,1,0,1,0,8,0,0,32,13,1,1,4,3,2,0,0,1,0,0,3,0,2,0,0,0
637,0,0,0,1,0,7,0,0,128,16,3,4,4,4,2,0,0,1,0,0,5,0,1,0,0,0
638,0,0,0,1,0,4,0,0,24,0,3,2,0,4,2,0,1,0,0,0,4,0,1,0,0,0
639,0,0,0,1,0,1,0,0,64,3,0,2,1,3,0,0,1,0,6,0,4,0,1,0,0,6
642,0,0,0,1,0,1,0,0,78,7,2,4,1,4,0,0,0,1,8,0,4,0,1,0,0,4
645,0,0,0,1,0,1,0,0,83,19,2,3,0,4,2,0,0,1,8,0,4,0,2,0,0,5
647,0,0,0,1,0,1,0,0,47,22,2,8,1,3,2,0,0,1,0,0,4,0,2,0,0,0
649,1,0,0,1,0,1,0,0,131,23,3,8,0,4,2,0,0,0,8,0,5,0,1,0,0,0
651,1,0,0,1,0,1,0,0,131,23,0,5,0,4,2,0,0,0,8,0,5,0,1,0,0,0
652,0,1,0,1,0,1,0,0,77,15,1,6,4,3,2,0,0,0,0,1,5,0,2,0,0,0
653,0,1,0,1,0,1,0,0,77,15,0,7,4,3,2,0,0,0,0,1,5,0,2,0,0,0
659,1,1,0,1,0,1,0,0,5,18,1,2,0,3,2,0,1,1,0,0,4,0,2,0,0,0
662,1,0,0,1,0,1,0,0,126,14,2,8,4,3,2,0,0,1,0,0,4,0,2,0,0,0
665,0,0,0,0,0,1,0,0,129,18,0,9,1,3,14,0,0,1,0,0,4,0,2,1,0,0
667,0,0,0,1,0,1,1,0,127,8,1,14,4,3,2,0,0,0,0,0,4,0,1,0,0,0
668,0,0,0,1,0,1,1,0,127,8,2,9,4,3,2,0,0,0,0,0,4,0,1,0,0,0
673,1,1,0,1,0,1,0,0,43,11,0,1,4,3,2,0,1,0,8,0,0,1,1,0,0,0
676,0,1,0,1,0,1,0,0,22,9,2,6,4,4,11,0,0,1,1,0,4,1,2,0,0,7
678,0,0,0,1,0,1,0,0,100,20,0,2,0,3,2,0,0,1,0,0,4,0,1,0,0,0
680,0,0,0,1,0,1,0,0,89,18,0,3,0,4,2,0,0,1,0,0,4,0,1,0,0,0
682,0,0,0,1,0,1,0,0,38,19,0,6,0,3,2,0,0,1,8,0,4,0,2,0,0,5
684,0,1,0,1,0,1,0,0,136,22,2,9,0,3,13,0,0,1,8,0,5,0,2,0,0,5
687,0,0,0,1,0,1,0,0,60,23,1,5,0,4,5,0,0,1,8,0,3,0,1,0,0,5
689,1,1,0,1,0,1,0,0,128,18,2,3,6,3,2,0,0,1,0,0,4,1,1,0,0,0
694,0,1,0,1,0,1,0,0,136,2,0,4,0,4,2,0,0,1,0,0,0,0,1,0,0,0
697,0,0,0,1,0,1,0,0,98,18,2,8,0,3,2,0,0,1,0,0,4,0,1,0,0,0
700,1,1,0,1,0,1,0,0,119,1,3,6,2,3,2,0,1,0,0,0,4,1,2,0,0,0
701,1,1,0,1,0,1,0,0,119,1,2,5,2,3,2,0,1,0,0,0,4,1,2,0,0,0
702,1,1,0,1,0,1,0,0,131,7,2,6,4,3,13,0,1,1,8,0,0,0,2,0,0,0
705,1,1,0,1,0,1,0,0,98,22,1,1,0,3,2,0,1,0,8,0,4,1,1,0,0,5
707,1,1,0,1,0,1,0,0,98,22,2,7,0,3,13,0,1,0,8,0,4,1,1,0,0,5
708,1,0,0,1,0,7,0,0,119,13,1,5,4,3,2,0,0,1,8,0,4,0,1,0,0,5
709,1,1,0,1,0,1,0,0,98,22,1,1,0,3,2,0,1,0,8,0,4,1,1,0,0,5
712,0,1,0,1,0,1,0,0,80,20,0,2,0,3,0,0,0,1,0,0,4,1,1,0,0,0
713,0,1,0,1,0,1,0,0,80,20,3,2,0,3,0,0,0,1,0,0,4,1,1,0,0,0
718,0,1,0,1,0,1,0,0,38,23,3,2,0,4,2,0,1,0,0,0,0,1,2,0,0,0
720,1,0,0,1,0,1,0,0,17,20,3,2,0,4,2,0,0,1,8,0,4,0,1,0,0,5
722,0,0,0,1,0,7,0,0,114,17,3,4,4,3,2,0,0,0,8,0,0,0,2,0,0,5
723,0,1,0,1,0,1,0,0,96,21,2,6,0,3,13,0,0,1,8,0,4,0,2,0,0,5
726,0,0,0,1,0,2,0,0,78,14,2,8,4,3,13,0,1,0,0,0,4,0,2,1,0,0
728,0,0,0,1,0,2,0,0,78,14,2,6,4,3,2,0,1,0,0,0,4,0,2,1,0,0
729,0,1,0,1,0,2,0,0,117,7,0,12,4,3,13,0,0,1,8,0,4,0,2,0,0,5
733,0,1,0,1,0,8,1,0,123,11,1,5,4,4,2,0,0,0,0,0,3,1,1,0,0,0
736,0,0,0,1,0,7,0,0,114,17,2,4,4,3,13,0,0,0,8,0,0,0,2,0,0,5
737,0,1,0,1,0,7,0,0,73,6,3,8,4,3,2,0,0,0,0,1,4,0,2,1,0,0
739,0,1,0,1,0,7,0,0,73,6,1,6,4,3,2,0,0,0,0,1,4,0,2,1,0,0
740,0,0,1,1,0,7,0,0,1,5,2,7,0,4,2,0,0,0,0,0,4,0,1,0,0,0
746,0,0,0,1,0,7,0,0,27,14,2,5,4,3,12,0,1,0,0,0,4,0,2,0,0,0
748,0,0,0,1,0,7,0,0,27,14,1,1,4,3,14,0,1,0,0,0,4,0,2,0,0,0
750,0,0,0,1,0,7,0,0,27,14,1,10,4,3,2,0,1,0,0,0,4,0,2,0,0,0
751,0,0,1,1,0,7,0,0,58,23,1,4,0,4,5,0,1,0,0,0,4,0,1,0,0,0
754,0,0,1,1,0,7,0,0,58,23,2,3,0,4,2,0,1,0,0,0,4,0,1,0,0,0
755,0,1,0,1,0,7,0,0,128,5,0,10,4,3,2,0,0,0,4,0,5,0,2,0,1,0
756,0,1,0,1,0,7,0,0,128,5,3,4,4,3,2,0,0,0,4,0,5,0,2,0,1,0
757,0,0,0,1,0,7,0,0,5,21,3,2,0,3,2,0,1,0,8,0,4,0,2,0,0,5
759,0,0,0,1,0,7,0,0,5,21,1,11,0,3,2,0,1,0,8,0,4,0,2,0,0,5
761,0,1,0,1,1,7,0,0,18,16,1,9,4,4,13,0,0,0,0,0,0,0,1,0,0,0
765,1,0,0,1,0,7,0,0,6,16,1,5,4,4,2,0,1,1,0,0,4,0,1,0,0,0
767,0,1,0,1,0,7,0,0,30,7,0,2,4,3,14,0,0,1,0,0,4,0,2,0,0,0
771,0,0,0,1,0,7,0,0,48,14,1,7,4,3,2,0,1,0,0,0,4,0,2,0,0,0
773,0,0,0,1,0,7,0,0,48,14,2,5,4,3,13,0,1,0,0,0,4,0,2,0,0,0
775,1,0,0,0,0,7,0,0,85,21,3,2,0,2,2,1,0,0,0,0,4,0,1,0,0,0
778,0,0,0,1,0,7,0,0,47,6,3,4,4,3,2,0,1,1,0,0,4,0,2,0,0,0
780,0,1,0,1,0,7,0,0,87,14,3,6,4,3,2,0,0,1,0,0,4,0,1,0,0,0
783,0,1,0,1,1,8,0,0,4,18,3,12,4,4,2,0,0,0,0,0,3,0,1,0,0,0
785,1,0,0,1,0,8,0,0,132,23,1,8,0,3,2,0,0,1,0,0,5,0,2,0,0,0
788,0,0,1,1,0,8,0,0,85,1,0,7,0,4,12,0,1,1,8,0,4,0,1,0,0,5
790,0,0,1,1,0,8,0,0,85,1,0,2,0,4,2,0,1,1,8,0,4,0,1,0,0,5
795,1,0,0,1,0,8,0,0,111,1,2,6,0,4,2,0,0,1,8,0,4,0,1,0,0,5
797,0,1,0,1,0,8,0,0,127,3,1,7,0,3,2,0,1,0,0,1,4,0,2,0,0,0
800,0,1,0,1,0,8,0,0,127,3,0,5,0,3,2,0,1,0,0,1,4,0,2,0,0,0
801,0,1,0,1,0,8,0,0,51,18,3,9,4,3,2,0,0,1,0,0,4,0,2,0,0,0
802,0,1,0,1,0,8,0,0,51,18,0,10,4,3,13,0,0,1,0,0,4,0,2,0,0,0
803,0,1,0,1,0,8,0,0,51,18,2,6,4,3,12,0,0,1,0,0,4,0,2,0,0,0
805,0,0,0,1,0,8,0,0,20,0,2,2,0,3,2,0,0,1,0,0,3,0,1,0,0,0
813,0,1,0,1,0,8,0,0,77,3,0,5,0,4,0,0,1,0,0,0,4,0,1,0,0,0
816,0,0,0,1,0,8,0,0,98,2,1,2,0,4,2,0,0,1,0,0,4,0,1,0,0,0
820,0,1,0,1,0,8,0,0,61,21,3,7,0,4,2,0,0,0,0,0,4,1,1,0,0,0
824,1,1,0,1,0,4,0,0,120,19,1,5,4,3,2,0,1,0,0,1,4,0,2,1,0,0
825,0,0,0,1,0,8,0,0,108,20,1,3,4,3,2,1,0,0,0,0,4,0,2,0,0,0
826,1,1,0,1,0,4,0,0,120,19,2,8,4,3,12,0,1,0,0,1,4,0,2,1,0,0
827,0,0,0,1,0,8,0,0,108,20,2,8,4,3,13,1,0,0,0,0,4,0,2,0,0,0
830,1,1,0,1,0,4,0,0,120,19,3,8,4,3,2,0,1,0,0,1,4,0,2,1,0,0
831,0,1,0,1,0,4,0,0,29,19,2,4,4,3,13,0,0,1,0,0,4,0,2,0,0,0
834,1,0,0,0,1,4,0,0,103,8,2,8,4,3,14,0,0,0,0,0,4,0,1,0,1,0
840,1,0,0,0,1,4,0,0,27,20,3,7,0,3,14,0,0,0,0,0,4,0,2,0,1,0
842,0,1,0,1,0,4,0,0,137,9,2,14,4,3,13,0,1,0,8,0,4,1,2,0,0,5
843,0,1,0,1,0,4,0,0,137,9,1,5,4,3,2,0,1,0,8,0,4,1,2,0,0,5
850,0,1,1,1,0,4,0,0,131,1,0,3,0,4,2,0,1,0,0,0,5,1,1,0,0,0
853,0,0,0,1,1,4,0,0,83,8,2,3,4,3,13,0,0,0,8,0,4,0,2,0,0,5
862,0,1,0,1,0,4,0,0,122,9,2,13,4,3,13,0,0,1,0,0,4,0,2,0,0,0
867,0,0,0,1,0,4,0,0,14,20,0,1,0,3,13,0,1,0,0,0,4,0,2,0,0,0
868,0,0,0,1,0,4,0,0,14,20,3,3,0,3,2,0,1,0,0,0,4,0,2,0,0,0
869,0,0,0,1,0,4,0,0,102,13,0,12,4,3,13,1,0,0,0,0,4,0,2,0,0,0
870,0,0,0,1,0,4,0,0,102,13,3,5,4,3,2,1,0,0,0,0,4,0,2,0,0,0
871,0,1,0,1,1,4,0,0,83,23,3,3,0,4,2,0,1,0,0,0,4,1,1,0,0,0
873,0,1,0,1,1,4,0,0,83,23,3,8,0,4,2,0,1,0,0,0,4,1,1,0,0,0
877,0,1,0,1,1,4,0,0,83,23,0,5,0,4,2,0,1,0,0,0,4,1,1,0,0,0
878,0,1,0,1,1,4,0,0,83,23,3,6,0,4,2,0,1,0,0,0,4,1,1,0,0,0
881,0,0,0,0,0,4,0,0,17,15,2,2,4,4,2,1,0,0,0,0,3,0,1,0,0,0
882,1,1,0,1,0,4,0,0,21,21,1,6,0,4,2,0,1,0,0,0,0,1,1,0,0,0
886,1,1,0,1,0,4,0,0,122,8,0,9,4,3,2,0,0,0,0,0,0,1,2,0,0,0
888,0,1,0,1,0,5,0,0,47,16,0,5,4,4,2,0,1,0,0,0,0,1,1,0,0,0
892,0,0,0,1,0,5,0,0,112,19,2,6,4,4,2,0,0,0,0,0,4,0,1,0,0,0
893,0,1,0,1,0,5,0,0,131,13,0,2,4,4,2,1,0,0,0,0,0,1,1,0,0,0
894,0,1,0,1,0,5,0,0,131,13,3,2,4,4,2,1,0,0,0,0,0,1,1,0,0,0
898,1,1,0,1,0,5,0,0,81,10,2,11,4,3,13,0,0,1,0,0,4,0,2,0,0,0
901,0,1,0,1,0,5,0,0,51,14,2,4,4,3,13,0,1,0,0,1,4,0,2,0,0,0
903,0,1,0,1,0,5,0,0,51,14,1,1,4,3,2,0,1,0,0,1,4,0,2,0,0,0
904,0,0,0,1,0,5,1,0,132,15,1,6,4,3,2,0,0,0,0,0,4,0,2,0,0,0
907,0,0,0,1,0,5,0,0,65,18,2,6,4,4,2,0,1,0,0,0,5,0,1,0,0,0
908,0,0,0,1,0,5,0,0,65,18,1,4,4,4,2,0,1,0,0,0,5,0,1,0,0,0
910,0,1,0,1,0,5,0,0,27,0,2,1,0,3,2,0,1,0,0,0,4,0,2,0,0,0
912,0,1,0,1,0,5,0,0,27,0,2,8,0,3,12,0,1,0,0,0,4,0,2,0,0,0
913,0,0,0,1,0,5,0,0,76,11,3,4,4,3,2,0,0,1,0,0,4,0,2,0,0,0
916,0,1,0,1,0,8,0,0,138,20,3,7,0,3,13,0,1,1,0,0,4,0,2,0,0,0
918,0,1,0,1,0,8,0,0,138,20,1,6,0,3,12,0,1,1,0,0,4,0,2,0,0,0
920,1,0,0,0,0,8,0,0,82,19,3,4,4,4,2,1,0,0,0,0,4,0,1,0,0,0
921,0,1,0,1,0,8,0,0,138,20,0,2,0,3,2,0,1,1,0,0,4,0,2,0,0,0
923,0,1,0,1,0,8,0,0,138,20,0,5,0,3,2,0,1,1,0,0,4,0,2,0,0,0
928,0,1,0,1,0,8,0,0,82,9,3,8,4,2,2,0,1,0,0,0,4,0,1,0,0,0
931,0,0,0,1,0,8,1,0,78,6,0,8,2,4,13,0,0,1,0,0,4,0,1,0,0,0
934,0,1,0,1,0,8,0,0,17,17,0,9,4,4,12,1,0,0,8,0,4,1,1,0,0,0
935,0,1,1,1,0,8,0,0,1,21,2,1,4,3,2,0,0,0,0,0,0,1,1,0,0,0
937,0,1,1,1,0,8,0,0,1,21,1,7,4,3,2,0,0,0,0,0,0,1,1,0,0,0
940,0,1,0,1,0,8,0,0,17,17,0,4,4,4,2,1,0,0,8,0,4,1,1,0,0,0
942,1,1,0,1,0,8,0,0,40,23,3,10,0,4,13,0,0,0,8,0,4,0,1,0,0,5
943,1,1,0,1,0,8,0,0,40,23,1,2,0,4,2,0,0,0,8,0,4,0,1,0,0,5
944,0,0,0,1,0,8,0,0,91,15,2,4,4,4,2,0,0,1,0,0,3,0,1,0,0,0
946,0,0,0,1,0,8,0,0,93,20,0,9,0,4,11,0,0,1,8,0,4,0,1,0,0,5
949,0,0,0,1,0,8,0,0,27,9,2,7,4,4,2,0,0,1,0,0,4,0,1,0,0,0
950,0,0,0,1,0,8,0,0,70,14,3,5,4,3,2,1,0,0,0,0,5,0,1,0,0,0
951,0,0,0,1,0,8,0,0,70,14,0,9,4,3,13,1,0,0,0,0,5,0,1,0,0,0
952,0,0,0,1,0,8,0,0,42,17,2,6,4,3,2,0,0,1,0,0,4,0,2,0,0,0
954,0,1,0,1,0,8,0,0,30,21,3,1,0,3,2,1,0,0,0,0,4,0,2,0,0,0
955,0,1,0,1,0,8,0,0,30,21,3,7,0,3,8,1,0,0,0,0,4,0,2,0,0,0
956,0,0,0,1,1,8,0,0,75,1,1,3,0,3,2,0,0,0,0,0,4,0,2,0,0,0
958,0,0,0,1,0,8,0,0,52,7,0,4,4,3,2,0,0,1,0,0,4,0,2,0,0,0
960,0,1,0,1,0,8,0,0,70,16,0,14,4,3,13,1,0,0,0,0,4,0,2,0,0,0
961,0,1,0,1,0,8,0,0,70,16,3,2,4,3,2,1,0,0,0,0,4,0,2,0,0,0
962,0,0,0,1,1,8,0,0,45,20,1,9,0,3,2,0,0,0,0,0,3,0,2,0,0,0
968,0,1,0,1,0,9,0,0,75,3,0,4,0,3,2,0,1,0,0,0,5,1,2,0,0,0
969,0,0,0,1,0,9,1,0,11,12,1,14,4,3,2,0,0,0,8,0,5,0,2,0,0,5
971,0,0,0,1,0,9,1,0,11,12,1,6,4,3,12,0,0,0,8,0,5,0,2,0,0,5
973,0,0,0,1,0,9,0,0,1,12,0,1,4,4,2,0,1,1,0,0,0,0,1,0,0,0
976,0,1,0,1,0,9,0,0,28,9,0,5,4,1,12,0,0,0,0,0,4,0,2,0,0,0
978,0,1,0,1,0,9,0,0,28,9,0,4,4,1,2,0,0,0,0,0,4,0,2,0,0,0
980,0,1,0,1,0,9,0,0,92,11,3,8,4,3,2,0,1,0,0,0,4,0,2,0,0,0
983,0,1,0,1,0,9,0,0,92,11,3,6,4,3,2,0,1,0,0,0,4,0,2,0,0,0
984,0,0,0,1,0,9,0,0,63,22,3,3,0,4,2,0,0,1,0,0,5,0,1,0,0,0
989,0,0,0,0,0,9,0,0,135,10,1,7,4,3,13,0,1,1,0,0,4,0,2,1,0,0
991,0,1,0,1,0,9,0,0,110,12,3,4,4,4,2,0,0,0,0,0,4,0,1,0,0,0
992,0,1,0,1,0,9,0,0,110,12,3,8,4,4,12,0,0,0,0,0,4,0,1,0,0,0
996,0,0,0,1,0,9,0,0,66,0,3,2,0,3,2,0,1,1,8,0,4,0,1,0,0,5
1000,1,1,0,1,0,9,0,0,131,3,1,9,0,3,2,0,1,0,8,1,4,0,2,0,1,0
1003,1,1,0,1,0,9,0,0,131,3,0,3,0,3,2,0,1,0,8,1,4,0,2,0,1,0
1005,0,1,0,1,0,10,0,0,137,6,2,2,2,3,13,0,0,1,0,0,4,0,2,0,0,0
1007,0,1,0,1,0,10,0,0,137,6,1,3,2,3,2,0,0,1,0,0,4,0,2,0,0,0
1009,1,0,0,0,0,10,0,0,131,21,3,2,0,4,2,1,0,0,0,0,0,0,1,0,0,0
1011,0,0,0,1,0,10,0,0,61,19,1,2,0,3,14,0,1,1,0,0,4,0,2,0,0,0
1014,0,0,0,1,0,10,0,0,42,13,2,12,4,3,13,0,1,0,0,0,4,0,2,0,0,0
1016,0,0,0,1,0,10,0,0,42,13,1,4,4,3,2,0,1,0,0,0,4,0,2,0,0,0
1017,0,0,0,1,0,10,0,0,73,2,0,6,0,3,13,0,0,1,0,0,4,0,2,0,0,0
1020,0,0,0,1,0,10,0,0,75,22,3,7,0,3,2,0,0,1,8,0,4,0,1,0,0,5
1025,0,1,0,1,0,10,0,0,56,23,1,3,0,4,2,0,1,0,8,0,4,1,1,0,0,5
1028,0,0,0,1,0,10,0,0,55,20,3,4,0,4,2,0,0,1,8,0,4,0,1,0,0,5
1031,0,0,0,1,0,10,0,0,1,22,3,7,0,3,2,0,0,1,8,0,4,0,2,0,0,5
1033,1,0,0,1,0,10,0,0,1,0,1,10,0,3,2,0,0,1,8,0,4,0,2,0,0,5
1037,0,1,0,1,0,10,0,0,129,7,3,1,4,4,2,0,0,0,8,0,0,1,1,0,0,0
1039,0,1,0,1,0,10,0,0,128,13,0,7,4,3,14,0,0,1,0,0,4,0,2,0,0,0
1042,0,1,0,1,0,11,0,0,52,16,0,4,4,3,14,0,0,1,0,0,4,0,2,0,0,0
1049,0,0,0,1,0,11,0,0,48,10,3,8,4,3,2,0,0,1,0,0,4,0,2,0,0,0
1051,0,0,0,1,0,11,0,0,48,10,3,6,4,3,0,0,0,1,0,0,4,0,2,0,0,0
1053,0,1,0,1,0,11,0,0,130,11,1,7,4,4,2,0,0,0,0,0,4,0,1,0,0,0
1055,0,1,0,1,0,11,0,0,130,11,3,5,4,4,13,0,0,0,0,0,4,0,1,0,0,0
1056,0,1,0,1,0,2,0,0,87,6,2,9,0,3,2,0,0,0,6,0,5,0,2,0,0,0
1057,0,0,0,1,1,11,0,0,119,18,1,13,0,3,0,0,0,0,0,0,5,0,1,0,0,0
1058,0,0,0,1,1,11,0,0,119,18,1,9,0,3,2,0,0,0,0,0,5,0,1,0,0,0
1059,1,1,0,1,0,11,0,0,116,18,2,13,0,3,13,0,0,0,0,0,4,0,2,0,0,0
1061,1,1,0,1,0,11,0,0,116,18,1,3,0,3,2,0,0,0,0,0,4,0,2,0,0,0
1062,1,1,0,1,0,11,0,0,116,18,3,11,0,3,12,0,0,0,0,0,4,0,2,0,0,0
1064,0,0,0,1,0,11,0,0,39,19,1,9,0,3,2,0,0,1,8,0,4,0,2,0,0,5
1066,0,0,0,1,0,11,0,0,39,23,3,1,0,4,2,0,0,0,8,0,3,0,1,0,0,0
1069,0,0,0,1,0,11,0,0,110,19,3,13,0,3,2,0,0,1,0,0,5,0,2,0,0,0
1070,0,1,0,1,0,11,0,0,70,20,3,9,0,3,2,0,0,1,0,0,0,0,2,0,0,0
1072,1,0,0,1,0,11,0,0,17,6,3,7,0,4,2,0,1,0,8,0,4,0,1,0,0,0
1074,1,0,0,1,0,11,0,0,17,6,3,10,0,4,2,0,1,0,8,0,4,0,1,0,0,0
1076,1,0,0,1,0,11,0,0,17,6,3,10,0,4,2,0,1,0,8,0,4,0,1,0,0,0
1080,0,0,0,1,0,11,0,0,41,3,0,1,0,4,2,0,1,0,0,0,4,0,1,0,0,0
1082,0,0,0,1,0,11,0,0,119,20,3,8,0,4,6,0,0,1,0,0,4,0,1,0,0,0
1084,0,1,0,1,0,11,0,0,80,23,0,4,0,3,2,0,0,0,0,1,5,0,2,0,0,4
1085,0,1,0,1,0,11,0,0,80,23,1,3,0,3,2,0,0,0,0,1,5,0,2,0,0,4
1086,0,1,0,1,0,11,0,0,70,16,1,7,4,3,2,0,0,0,0,1,4,0,2,0,1,0
1088,0,1,0,1,0,11,0,0,70,16,1,8,4,3,2,0,0,0,0,1,4,0,2,0,1,0
1090,0,1,0,1,0,9,0,0,42,20,2,8,0,4,2,0,1,0,0,0,4,0,2,0,0,0
1091,0,0,0,1,0,3,0,0,95,15,1,5,4,4,3,0,0,0,0,0,4,0,1,0,1,0
1092,0,1,0,1,0,12,0,0,117,6,3,9,0,3,2,0,0,0,8,1,4,0,2,0,0,5
1093,0,1,0,1,0,11,0,0,70,16,0,5,4,3,2,0,0,0,0,1,4,0,2,0,1,0
1094,0,0,0,1,0,11,0,0,124,2,2,2,0,3,2,0,0,1,8,0,4,0,2,0,0,5
1096,0,0,0,1,0,11,0,0,140,15,2,10,4,4,2,0,0,0,0,0,3,0,1,0,0,0
1097,0,0,0,1,0,11,0,0,95,0,3,4,0,3,2,0,0,1,0,0,4,0,2,0,0,0
1100,0,0,0,1,0,11,0,0,45,17,1,2,0,4,2,0,0,1,0,0,0,0,1,0,0,0
1103,0,0,0,1,0,11,0,0,111,20,2,4,0,3,14,0,0,0,0,0,4,0,2,0,0,0
1105,0,1,0,1,0,11,0,0,87,2,3,5,0,4,11,0,1,0,0,0,4,1,1,0,0,0
1108,0,0,0,1,0,11,0,0,131,13,0,14,4,4,13,0,1,0,0,0,0,0,1,0,0,0
1110,1,1,0,1,0,4,0,0,118,0,2,4,0,3,13,1,0,0,0,0,4,1,2,0,0,0
1113,0,1,0,1,0,2,0,0,87,6,3,10,0,3,13,0,0,0,6,0,5,0,2,0,0,0
1114,0,1,1,1,0,4,0,0,90,12,2,8,4,4,2,0,1,0,0,0,4,1,2,0,0,0
1117,0,0,0,1,1,3,0,0,79,20,3,6,0,4,13,0,0,0,0,0,3,0,1,0,0,0
1118,0,1,0,1,0,12,0,0,117,6,0,4,0,3,12,0,0,0,8,1,4,0,2,0,0,5
